id,year,costs,assets,sales,wva,ws,lp,cm,legal_form,subject_type,inst_sector,empl_num,empl_cat,nace,cs,iis,COGSS,nace2,GO,W,II,COGS,VA,L,deflatorgfcp,deflatorintp,deflatorprdp,deflatorvalp,deflatorgdp,deflatorcpi,rGO,rVA,rII,rW,rK,rCOGS,go,w,ii,va,l,k,cogs,lagExists,entry,exit,pp_sales,tenders,pp_dummy,pp_share,lgExist,trim,s_g,s_g_p_1,s_g_p_2,s_g_p_3,s_g_p_4,s_g_p_5,s_g_p_95,s_g_p_96,s_g_p_97,s_g_p_98,s_g_p_99,costshare,cs_p_1,cs_p_99,betahat_tl,muhat_tl,meanpp,treated,i,t,markup,Y,Ei,K,D,D1,nace41,nace42,nace43,sector,public,foreign,empl
46977660,2011,48651000,625000,48244000,.84890002,.26790002,331711.13,.45790002,Limited liability company,Company,Non-financial corporations national private,21,20 - 24 employees,429900,1.0084363,.74053633,.54209995,42,48244000,12924569,35726436,26153070,12517564,37.73634,.92129999,.99070001,1,1.021,.93866926,.94823706,48244000,12260102,36061812,13630103,678389.25,26398576,17.691782,16.427792,17.400745,16.321861,3.6306236,13.427477,17.088821,1,0,0,0,1,0,0,1,1,1.8275229,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.9749459,.17771626,.99270868,.96297753,1.722206,.72727275,1,46977660,6,1.722206,.54360604,7,-1,0,0,0,1,0,3,0,0,1
46981233,2011,91679000,7937000,91689000,.89099997,.2392,475574.06,.44150001,Limited liability company,Company,Non-financial corporations national private,61,50 - 99 employees,432100,.99989092,.76069093,.55849999,43,91689000,21932008,69746992,51208304,21942008,46.137939,.92129999,.99070001,1,1.021,.93866926,.94823706,91689000,21490702,70401728,23129246,8615001,51689012,18.333914,16.956608,18.069729,16.883131,3.8316355,15.969015,17.760756,1,0,0,0,1,0,0,1,1,1.7738587,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.85714048,.17771626,.99270868,.94472855,1.7397938,.80000001,1,46981232,6,1.7397938,.55376661,7,-1,0,0,0,0,1,3,0,0,1
46983309,2007,50033000,5646000,51512000,.6329,.2617,,.29269999,Limited liability company,Company,Non-financial corporations national private,0,25 - 49 employees,429900,.97128826,.70958829,.70730001,42,51512000,13480691,36552312,36434436,14959688,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,53978832,15537691,38557292,15796822,5792551.5,38432948,17.804102,16.575319,17.467655,16.558779,,15.572083,17.464426,1,0,0,0,1,0,0,1,1,1.4044937,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.86902237,.19257173,.99529177,.94113469,1.7609895,.5,1,46983308,2,1.7609895,.56587589,4,-2,0,0,0,1,0,3,0,0,0
46990020,2010,67686000,16139000,69344000,.8901,.59960002,364491.38,.1717,Limited liability company,Company,Non-financial corporations national private,119,100 - 199 employees,439900,.97609019,.37649018,.8283,43,69344000,41578664,26107334,57437636,43236664,118.62191,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,69102144,41426336,26467288,44689056,17292402,58229556,18.051096,17.61524,17.091419,17.539427,4.7759414,16.665777,17.879904,1,0,0,0,1,0,0,1,1,1.1867194,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.77102816,.17120239,.9910233,.93753499,1.7145454,0,0,46990020,5,1.7145454,.53914797,,,0,0,0,0,1,3,0,0,1
46992707,2008,90318000,2918000,92472000,.84150004,.233,,.4806,Limited liability company,Company,Non-financial corporations national private,36,25 - 49 employees,412000,.97670645,.74370646,.5194,41,92472000,21545976,68772024,48029956,23699976,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,93302392,23189802,70362208,23738368,3051024.8,49140532,18.351357,16.982603,18.069166,16.959223,,14.930988,17.710196,1,0,0,0,1,0,0,1,1,1.898685,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.94154179,.20035221,.99795556,.9597196,1.7065928,.78571427,1,46992708,3,1.7065928,.53449887,6,-3,0,0,1,0,0,3,0,0,1
46993754,2007,58596000,726000,60413000,.71459997,.1367,,.2163,Limited liability company,Company,Non-financial corporations national private,18,10 - 19 employees,433900,.96992368,.8332237,.78369999,43,60413000,8258457.5,50337544,47345668,10075456,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,63306088,10464745,53098676,9677351,744844.56,49942688,17.963491,16.085299,17.787663,16.163523,,13.520931,17.726387,1,0,0,0,1,0,0,1,1,1.2675747,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.98530519,.19257173,.99529177,.98294109,1.749944,0,0,46993752,2,1.749944,.55958378,,,0,0,0,0,1,3,0,0,1
46994050,2018,15893000,1213000,16191000,.81120002,.25030002,,.72210002,Limited liability company,Company,Non-financial corporations national private,0,10 - 19 employees,431000,.98159474,.73129475,.27789998,43,16191000,4052607.5,11840393,4499478.5,4350607,,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,14856854,3666756.5,11281937,3846146.3,1207926.8,4287259,16.513971,15.162582,16.238714,15.114818,,14.004416,15.271158,1,0,0,0,1,0,0,1,1,3.4653502,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.78018457,.12412826,.99643099,.89249951,2.0480275,0,0,46994048,13,2.0480275,.71687716,,,0,0,0,0,1,3,0,0,0
47052945,2007,172647000,12275000,180643000,.68269998,.189,,.49220002,Limited liability company,Company,Non-financial corporations national private,139,100 - 199 employees,429100,.95573592,.76673591,.50779998,42,180643008,34141528,138505472,91730512,42137536,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,189293728,43765620,146102816,40007416,12593618,96762144,19.058811,17.504576,18.799822,17.594358,,16.348701,18.387766,1,0,0,0,1,0,0,1,1,1.9562788,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.8848381,.19257173,.99529177,.95973361,1.7624077,.85714287,1,47052944,2,1.7624077,.56668085,3,-1,0,0,0,1,0,3,0,0,1
47118865,2011,26395000,2631000,25062000,.7586,.078699999,216750,.4795,Limited liability company,Company,Non-financial corporations national private,14,10 - 19 employees,433000,1.0531881,.97448808,.5205,43,25062000,1972379.4,24422620,13044771,639380,2.9498501,.92129999,.99070001,1,1.021,.93866926,.94823706,25062000,626229.19,24651882,2080048.9,2855747.3,13167226,17.036863,14.547902,17.020363,13.347471,1.0817543,14.864844,16.393242,1,0,0,0,1,0,0,1,1,1.9033622,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.82177168,.17771626,.99270868,.91644222,1.7664919,0,0,47118864,6,1.7664919,.56899559,,,0,0,0,0,1,3,0,0,0
47152150,2006,145575000,11718000,159717000,.49790001,.1002,,.7119,Limited liability company,Company,Non-financial corporations national private,39,25 - 49 employees,412000,.91145587,.81125587,.2881,41,159716992,16003644,129571352,46014468,30145640,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,174154384,33138000,141422560,19288298,12001229,50223168,18.975452,16.775009,18.767263,17.316191,,16.30052,17.731987,1,0,0,0,1,0,0,1,1,3.4676106,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.80712986,.16021043,.99653023,.9384287,1.8147643,.5,1,47152152,1,1.8147643,.59595555,12,-11,0,0,1,0,0,3,0,0,1
47154918,2006,434885000,43110000,433041000,.86809999,.16780001,403326.19,.18350001,Limited liability company,Company,Non-financial corporations national private,155,100 - 199 employees,439900,1.0042583,.83645827,.81650001,43,433040992,72664280,362220736,353577984,70820256,175.59052,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,472185120,77850120,395351136,87578200,44151988,385917888,19.972881,18.288042,19.795284,18.170296,5.1681547,17.603149,19.771135,1,0,0,0,1,0,0,1,1,1.2235378,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.89733762,.16021043,.99653023,.98613709,1.7181832,.25,1,47154920,1,1.7181832,.54126745,12,-11,0,0,0,0,1,3,0,0,1
47216883,2006,98304000,59142000,93745000,.69849998,.18629999,401229.5,.44709998,Limited liability company,Company,Non-financial corporations national private,26,25 - 49 employees,412000,1.0486319,.86233193,.55290002,41,93745000,17464692,80839304,51831612,12905696,32.165371,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,102218952,14186760,88233248,21049218,60571484,56572376,18.442627,16.862373,18.295494,16.467819,3.4708905,17.919334,17.851032,1,0,0,0,1,0,0,1,1,1.8068705,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.48293078,.16021043,.99653023,.91640341,1.9729012,.14285715,1,47216884,1,1.9729012,.67950517,7,-6,0,0,1,0,0,3,0,0,1
47217243,2011,17937000,4923000,18782000,.75239998,.27270001,,.32720003,Limited liability company,Company,Non-financial corporations national private,0,10 - 19 employees,412000,.95501012,.6823101,.67279994,41,18782000,5121851.5,12815148,12636529,5966852,,.92129999,.99070001,1,1.021,.93866926,.94823706,18782000,5844125,12935448,5401446,5343536.5,12755152,16.748409,15.502177,16.375483,15.580948,,15.491398,16.361446,1,0,0,0,1,0,0,1,1,1.4725031,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.7047556,.17771626,.99270868,.90529555,1.8142772,0,0,47217244,6,1.8142772,.59568715,,,0,0,1,0,0,3,0,0,0
47237198,2006,51944000,6979000,55351000,.62479997,.17969999,589370.38,.38599998,Limited liability company,Company,Non-financial corporations national private,15,10 - 19 employees,422200,.93844736,.75874734,.61400002,42,55351000,9946574,41997424,33985516,13353576,22.657358,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,60354376,14679098,45838704,11988050,7147685,37093992,17.915745,16.299421,17.64064,16.501936,3.1204846,15.782299,17.428967,1,0,0,0,1,0,0,1,1,1.6270661,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.83844,.16021043,.99653023,.93656015,1.8046818,0,0,47237200,1,1.8046818,.5903843,,,0,0,0,1,0,3,0,0,0
47237686,2008,68101000,568000,77188000,.449,.1454,854304.38,.30719998,Limited liability company,Company,Non-financial corporations national private,18,10 - 19 employees,432200,.88227445,.73687446,.69280005,43,77188000,11223135,56877864,53475848,20310136,23.773888,.95639998,.9774,.99110001,1.022,.92841196,.90764356,77881144,19872932,58193028,12365135,593893.81,54712348,18.170694,16.330391,17.879276,16.804869,3.1685879,13.294456,17.8176,1,0,0,0,1,0,0,1,1,1.4234656,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.98926175,.20035221,.99795556,.98965436,1.6939914,0,0,47237688,3,1.6939914,.52708751,,,0,0,0,0,1,3,0,0,1
47239191,2006,140280000,10348000,146432000,.72260004,.17549999,,.33220002,Limited liability company,Company,Non-financial corporations national private,20,10 - 19 employees,412000,.95798731,.78248733,.66779995,41,146432000,25698814,114581184,97787280,31850816,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,159668512,35012436,125061320,30973346,10598115,106731360,18.888611,17.248638,18.644314,17.371214,,16.176188,18.485826,1,0,0,0,1,0,0,1,1,1.495985,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.9096722,.16021043,.99653023,.96580958,1.7956152,.16666667,1,47239192,1,1.7956152,.58534771,11,-10,0,0,1,0,0,3,0,0,1
47239514,2010,39340000,4821000,38781000,.84809995,.27239999,358861.13,.259,Limited liability company,Company,Non-financial corporations national private,39,25 - 49 employees,412000,1.0144143,.74201429,.741,41,38781000,10563944,28776056,28736720,10004944,27.879709,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,38645740,9586034,29172806,11354205,5165541.5,29132928,17.469948,16.245098,17.188747,16.075817,3.3278992,15.45752,17.18738,1,0,0,0,1,0,0,1,1,1.3265313,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.84939438,.17120239,.9910233,.93364906,1.6911103,0,0,47239512,5,1.6911103,.52538526,,,0,0,1,0,0,3,0,0,1
47307447,2019,87092000,62247000,84203000,.15640001,.036800001,,.6771,Limited liability company,Company,Non-financial corporations national private,10,10 - 19 employees,439900,1.03431,.99750996,.3229,43,84203000,3098670.5,83993328,27189148,209672,,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,73150024,160631.27,77107616,2859376.3,59726540,24960202,18.108023,14.866114,18.160713,11.986867,,17.905287,17.032793,1,0,0,0,1,0,0,1,1,2.9306664,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.29473564,.10845396,.99716008,.88907963,2.2581096,.33333334,1,47307448,14,2.2581096,.81452799,16,-2,0,0,0,0,1,3,0,0,0
47308630,2018,16009000,2526000,14539000,.98390001,.4621,14085471,.33340001,Limited liability company,Company,Non-financial corporations national private,15,10 - 19 employees,433900,1.1011074,.63900733,.66659999,43,14539000,6718472,9290528,9691697,5248472,.37261602,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,13340980,4423490.5,8852337,6376197.5,2515435.3,9234585,16.406351,15.668082,15.996192,15.30244,-.98720682,14.737956,16.038465,1,0,0,0,1,0,0,1,1,1.4446757,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.7859208,.12412826,.99643099,.90653765,1.922243,0,0,47308632,13,1.922243,.65349275,,,0,0,0,0,1,3,0,0,0
47310499,2014,24576000,5112000,24570000,.80089998,.26809999,314500,.14649999,Limited liability company,Company,Non-financial corporations national private,37,25 - 49 employees,433200,1.0002443,.73214424,.85350001,43,24570000,6587217,17988784,20970496,6581216,20.925964,.98930001,.99849999,.98690003,.95999998,.99017471,.99691588,24896138,6855433.5,18015808,6607595.5,5167290,21002000,17.030224,15.703731,16.70676,15.740552,3.0409906,15.457859,16.860128,1,0,0,0,1,0,0,1,1,1.1854175,1.0747333,1.0896649,1.1213056,1.1433539,1.158276,4.6732278,5.0285978,5.2805529,6.0912337,7.7827225,.80254376,.066069283,.99815047,.92262524,1.6081649,0,0,47310500,9,1.6081649,.47509372,,,0,0,0,0,1,3,0,0,1
47450321,2008,37198000,863000,38811000,.71510005,.15010001,509312.5,.1098,Limited liability company,Company,Non-financial corporations national private,9,10 - 19 employees,432900,.95843959,.8083396,.89020002,43,38811000,5825531.5,31372468,34549552,7438532,14.605045,.95639998,.9774,.99110001,1.022,.92841196,.90764356,39159520,7278407.5,32097880,6418303,902342.13,35348428,17.483154,15.674664,17.2843,15.800423,2.6813669,13.712749,17.380764,1,0,0,0,1,0,0,1,1,1.107815,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.97510833,.20035221,.99795556,.96821934,1.7020643,0,0,47450320,3,1.7020643,.53184181,,,0,0,0,0,1,3,0,0,0
47472961,2020,48249000,3352000,49412000,1.2991,.33790001,,.41749999,Limited liability company,Company,Non-financial corporations national private,28,25 - 49 employees,412000,.9764632,.63856316,.58249998,41,49412000,16696315,31552682,28782490,17859318,,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,41148920,13115764,27766928,14934812,3083131.3,25329110,17.532709,16.519205,17.139357,16.389326,,14.941456,17.047464,1,0,0,0,1,0,0,1,1,1.6245703,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,.89148581,.17136976,.99402052,.9372375,1.7935874,.5,1,47472960,15,1.7935874,.58421779,16,-1,0,0,1,0,0,3,0,0,1
47473304,2017,38579000,11792000,54428000,.35229999,.1903,53708000,.50999999,Limited liability company,Company,Non-financial corporations national private,41,25 - 49 employees,412000,.70880795,.51850796,.49000001,41,54428000,10357649,28221352,26669720,26206648,.48794684,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,52029440,23830726,27594948,10041270,11795539,26077756,17.767321,16.122213,17.133142,16.986486,-.71754879,16.283232,17.076593,1,0,0,0,1,0,0,1,1,1.9951656,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.68855262,.12277135,.99353218,.91663998,1.8714154,0,0,47473304,12,1.8714154,.62669504,,,0,0,1,0,0,3,0,0,1
47535318,2006,214916000,29391000,221937000,.66370004,.1184,,.40889999,Limited liability company,Company,Non-financial corporations national private,34,25 - 49 employees,432200,.96836489,.84996492,.59109998,43,221936992,26277340,188638656,131186952,33298336,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,241998672,36603644,205892432,31670612,30101392,143185920,19.304443,17.270899,19.142864,17.415659,,17.220081,18.779654,1,0,0,0,1,0,0,1,1,1.690101,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.82629198,.16021043,.99653023,.95891488,1.8050575,.083333336,1,47535320,1,1.8050575,.59059244,14,-13,0,0,0,0,1,3,0,0,1
47545771,2006,94955000,10504000,99804000,.52090001,.070600003,112791.67,.58340001,Limited liability company,Company,Non-financial corporations national private,10,10 - 19 employees,432900,.95141476,.88081479,.41659999,43,99804000,7046162.5,87908840,41578344,11895160,105.46133,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,108825648,13075915,95949392,8492346,10757886,45381296,18.505257,15.954676,18.379332,16.386282,4.6583443,16.191149,17.630611,1,0,0,0,1,0,0,1,1,2.3980286,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.80837119,.16021043,.99653023,.93677437,1.8137951,.07692308,1,47545772,1,1.8137951,.59542137,15,-14,0,0,0,0,1,3,0,0,0
47547910,2007,388019000,34864000,393889000,.61320001,.037,678457.13,.63080001,Limited liability company,Company,Non-financial corporations national private,23,20 - 24 employees,412000,.98509735,.94809735,.36919999,41,393888992,14573893,373445120,145423808,20443872,30.132887,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,412751744,21233768,393929440,17077848,35768952,153400640,19.838356,16.653294,19.791683,16.871103,3.4056172,17.392591,18.848564,1,0,0,0,1,0,0,1,1,2.6906781,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.81091595,.19257173,.99529177,.95846075,1.7700725,.090909094,1,47547912,2,1.7700725,.57102048,12,-10,0,0,1,0,0,3,0,0,1
47550716,2009,22518000,1643000,22015000,.86699998,.4718,487250,.26409999,Limited liability company,Company,Non-financial corporations national private,25,20 - 24 employees,432100,1.022848,.55104804,.73590004,43,22015000,10386677,12131323,16200839,9883677,20.284611,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,21907652,9360429,12336102,11328087,1707367.6,16474313,16.902346,16.242796,16.328041,16.052002,3.0098624,14.350463,16.617313,1,0,0,0,1,0,0,1,1,1.3298067,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.90609407,.18825078,.99480075,.93225878,1.6810724,0,0,47550716,4,1.6810724,.51943189,,,0,0,0,0,1,3,0,0,1
47649542,2009,177451000,159919000,174045000,.55000001,.20889999,719989,.47319999,Entrepreneur doing business under Trade Licensing Act incorporated in Companies Register,Sole proprietor,Employers,29,20 - 24 employees,431200,1.0195696,.81066966,.52680004,43,174044992,36358000,141093008,91686912,32951984,45.767345,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,173196336,31207486,143474688,39653356,166184144,93234608,18.969936,17.495686,18.78167,17.256168,3.823571,18.928608,18.35063,1,0,0,0,1,0,0,1,1,1.85764,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.3593981,.18825078,.99480075,.91699356,1.9520652,0,0,47649544,4,1.9520652,.66888791,,,0,0,0,0,1,1,0,0,1
47666021,2010,96476000,12935000,95382000,.8725,.1155,501560,.27779999,Limited liability company,Company,Non-financial corporations national private,35,25 - 49 employees,433000,1.0114697,.89596975,.72220004,43,95382000,11016621,85459384,68884880,9922616,19.783508,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,95049328,9507154,86637656,11840746,13859423,69834632,18.369907,16.287058,18.277245,16.067554,2.9848487,16.444475,18.06164,1,0,0,0,1,0,0,1,1,1.3610629,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.83440375,.17120239,.9910233,.94721287,1.6983732,0,0,47666020,5,1.6983732,.52967083,,,0,0,0,0,1,3,0,0,1
47666374,2006,75897000,12978000,78248000,.6401,.2084,,.48650002,Limited liability company,Company,Non-financial corporations national private,60,50 - 99 employees,412000,.96995449,.76155448,.51349998,41,78248000,16306883,59590116,40180348,18657884,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,85321120,20509930,65040508,19653776,13291683,43855432,18.261932,16.793779,17.99052,16.83642,,16.402649,17.596409,1,0,0,0,1,0,0,1,1,1.9455086,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.7674129,.16021043,.99653023,.93222147,1.8264027,.8125,1,47666376,1,1.8264027,.60234827,2,-1,0,0,1,0,0,3,0,0,1
47781874,2006,524797000,11863000,524410000,.9242,.1114,287204.56,.72430003,Limited liability company,Company,Non-financial corporations national private,24,25 - 49 employees,412000,1.000738,.88933802,.27569997,41,524409984,58419276,466377760,144579824,58032224,202.05885,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,571813312,63792704,509034848,70409496,12149733,157803776,20.164324,18.069839,20.048027,17.971149,5.3085589,16.312819,18.876863,1,0,0,0,1,0,0,1,1,3.6235719,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.92851144,.16021043,.99653023,.97677833,1.7852808,.5,1,47781872,1,1.7852808,.57957572,15,-14,0,0,1,0,0,3,0,0,1
47782251,2009,67258000,18433000,76143000,.78199995,.29840001,432805.97,.46720001,Joint stock company,Company,Non-financial corporations national private,52,50 - 99 employees,412000,.88331169,.5849117,.53279996,41,76143000,22721072,44536932,40568988,31606068,73.025955,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,75771720,29932824,45288724,24780426,19155148,41253800,18.143236,17.025564,17.628569,17.214466,4.2908149,16.768082,17.535254,1,0,0,0,1,0,0,1,1,1.8367209,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.68290877,.18825078,.99480075,.92428553,1.7385744,.22222222,1,47782252,4,1.7385744,.55306548,12,-8,0,0,1,0,0,3,0,0,1
47785284,2018,9165000,962000,9266000,.9271,.55059999,8976538,.22629999,Limited liability company,Company,Non-financial corporations national private,11,10 - 19 employees,432900,.98909992,.43849993,.7737,43,9266000,5101859.5,4063140.3,7169104,5202860,.57960653,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,8502478,4385048,3871501,4841943.5,957976.5,6830971,15.955868,15.392827,15.169153,15.293711,-.54540581,13.772578,15.736978,1,0,0,0,1,0,0,1,1,1.2446954,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.8770082,.12412826,.99643099,.91191179,1.9198556,0,0,47785284,13,1.9198556,.65224999,,,0,0,0,0,1,3,0,0,0
47910721,2008,54042000,3330000,52754000,.96949995,.2656,258267.86,.32419997,Limited liability company,Company,Non-financial corporations national private,42,25 - 49 employees,412000,1.0244153,.75881529,.67580003,41,52754000,14011462,40030540,35651156,12723460,49.264587,.95639998,.9774,.99110001,1.022,.92841196,.90764356,53227728,12449570,40956148,15437186,3481806.8,36475504,17.790091,16.55229,17.528013,16.337196,3.8972056,15.063062,17.412151,1,0,0,0,1,0,0,1,1,1.4592732,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.91286182,.20035221,.99795556,.94756067,1.7049994,.55555558,1,47910720,3,1.7049994,.53356481,7,-4,0,0,1,0,0,3,0,0,1
47910771,2016,34911000,16084000,35358000,.8326,.31900001,34990848,.45099998,Limited liability company,Company,Non-financial corporations national private,25,25 - 49 employees,412000,.98735785,.66835785,.54900002,41,35358000,11279202,23631796,19411542,11726204,.33512202,.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,34928380,11281705,23624710,11202632,16121079,19405722,17.368811,16.231659,16.977804,16.238693,-1.0932605,16.595638,16.781078,1,0,0,0,1,0,0,1,1,1.7999011,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,.54622769,.14455283,.99409813,.9016661,1.9425143,0,0,47910772,11,1.9425143,.66398317,,,0,0,1,0,0,3,0,0,1
47917059,2010,15481000,786000,12301000,.9253,.34369999,,.3044,Limited liability company,Company,Non-financial corporations national private,13,10 - 19 employees,432100,1.2585156,.9148156,.69560003,43,12301000,4227853.5,11253147,8556576,1047853,,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,12258097,1003979.1,11408300,4544128.5,842172.94,8674550,16.321697,15.329347,16.249851,13.819482,,13.643741,15.975904,1,0,0,0,1,0,0,1,1,1.4131104,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.911506,.17120239,.9910233,.9220283,1.7189029,.83333331,1,47917060,5,1.7189029,.54168624,7,-2,0,0,0,0,1,3,0,0,0
47972611,2016,127470000,150583000,129928000,.96389997,.161,,.59860003,Limited liability company,Company,Non-financial corporations national private,61,10 - 19 employees,412000,.98108184,.82008183,.40139997,41,129928000,20918408,106551592,52153096,23376408,,.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,128349304,22490290,106519640,20776402,150930144,52137460,18.670265,16.849329,18.483839,16.928595,,18.832327,17.769394,1,0,0,0,1,0,0,1,1,2.4617484,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,.25674927,.14455283,.99409813,.89897203,2.2386842,.75,1,47972612,11,2.2386842,.8058883,12,-1,0,0,1,0,0,3,0,0,1
47972874,2010,23104000,11346000,24785000,.68629998,.25280002,,.64529997,Limited liability company,Company,Non-financial corporations national private,13,10 - 19 employees,412000,.93217671,.67937672,.35470003,41,24785000,6265648.5,16838352,8791240,7946648,,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,24698556,7613920,17070510,6734365.5,12156863,8912449,17.022255,15.722734,16.652863,15.845489,,16.313404,16.00296,1,0,0,0,1,0,0,1,1,2.7712424,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.42300618,.17120239,.9910233,.88000613,1.9816915,0,0,47972872,5,1.9816915,.68395078,,,0,0,1,0,0,3,0,0,0
